"","GSM333436","GSM333437","GSM333438","GSM333439","GSM333440","GSM333441","GSM333442","GSM333443","GSM333444","GSM333445","GSM333446","GSM333447","GSM333448","GSM333449","GSM333450","GSM333451","GSM333452","GSM333453","GSM333454","GSM333455","GSM333456"
"DHPS",8.795869,8.569029,8.607183,9.6002865,9.645911,8.534546,8.547083,8.559792,8.650247,8.781526,9.271577,8.54841,9.199882,8.327804,8.7312765,8.917318,8.646023,8.464032,8.889078,8.179925,8.295019
"IL13",4.426841,2.3301065,5.5544353,4.504864,5.8655157,0.3138648,3.457973,5.4496703,4.8689375,2.5887182,5.1178265,5.5742254,4.8673563,4.406255,4.1221833,5.7582884,5.422706,5.2729588,5.1990623,5.692998,5.289191
"ANAPC10",7.715736,7.1564174,7.4988365,8.526322,7.7667985,7.403191,8.002229,7.0165424,6.9952235,6.7966204,8.069784,6.391556,7.9387097,7.0974965,7.1642766,7.3927355,7.7133684,7.5081997,7.3582454,7.0835857,6.930323
"POU1F1",3.3607366,2.7444367,2.4161336,2.0268474,1.5915189,4.1348476,3.416232,0.043827485,1.9523373,2.5611482,3.7297103,1.8512522,1.1082742,3.4141529,2.3782454,0.023016395,0.71435434,3.7213433,3.12801,1.1596417,3.161468
"MUC1",5.857766,3.9268923,4.2338567,4.469475,6.445887,2.6789699,4.323626,4.26616,1.7134361,4.914001,4.4037037,4.7474174,1.8539037,3.8748791,2.432767,4.2571483,4.3657007,5.6036644,4.6409025,3.656033,3.7892773
"IL2",1.571412,1.0703723,4.121104,2.2100682,0.3165293,2.2072306,0.066280894,0.26298043,-0.3822013,2.653915,-0.407298,-0.33781418,3.639918,1.0081224,2.1153626,-0.80807483,0.4714192,2.8627505,0.8568354,-1.2748971,1.308331
"LILRA2",3.7366226,3.205536,2.021762,1.2628715,5.273572,3.7551594,3.0292115,4.160238,0.25981435,3.8266106,5.3775783,4.1963644,3.5423496,2.4233017,1.2376763,3.548799,5.0717173,2.7764502,2.705718,2.8365722,0.74373287
"CHRNB3",2.3401842,3.3794222,3.5447888,3.1548655,5.192617,-1.2452421,3.5445752,2.2444675,3.5834863,4.0337253,3.7403004,-0.11486846,4.307671,3.7941828,4.2584934,3.2803452,3.0709147,3.5533333,3.9868736,4.0674787,3.5480533
"UPK2",3.9741693,4.7385526,0.75302964,2.8102672,4.734195,2.9390197,4.4574976,4.2802486,3.9075136,3.551624,4.353404,4.2799516,4.5306683,4.189156,4.6760364,2.828358,4.687205,5.0715594,4.345201,4.100444,3.3593862
"PAX4",1.0484262,3.2162004,-1.0153956,3.1179178,3.3469448,-0.31420666,2.7625582,3.3201525,2.9189992,2.652845,2.6290174,2.7333522,2.3742442,2.521689,0.096626215,2.8647916,2.2686892,3.7365944,3.1439176,1.3807781,3.1771474
"FLNC",12.012534,11.150086,11.982525,12.430755,12.17604,11.661744,11.946737,11.985757,11.550714,12.37732,12.433284,12.028067,11.788509,11.67038,11.697621,11.807958,11.592164,11.40701,11.539137,11.944664,11.001927
"TFR2",5.9157553,5.3576865,3.197116,2.3535643,5.1923633,4.105598,2.5830452,3.3279135,2.2476554,3.855114,4.555601,4.9185767,4.7423773,3.1151798,4.782228,5.6194444,5.052687,4.5939636,4.8083477,5.2992244,5.6603208
"CALCR",3.2583318,3.0475712,4.3185678,3.2369287,1.2869872,1.1959568,3.4994128,1.5171522,4.436609,1.8765904,3.2598617,2.985529,4.094314,1.1827807,3.3105464,3.5754113,3.8813825,4.3564763,3.9824436,2.701435,3.5154345
"CCL17",2.2125866,4.503696,5.347529,4.058803,1.1368409,2.0820456,4.8323083,4.3524513,2.120205,1.7278258,3.712383,4.7104073,4.188638,4.1998916,4.6417108,4.5388565,4.489323,3.0211608,4.2538924,4.1365123,4.2970047
"IL12B",3.1882918,1.7080435,-0.99780333,2.9185283,0.025538037,-2.7811184,2.2568839,-1.1145705,0.0616011,3.207397,0.5651955,0.7308803,-0.11763495,3.9691238,3.2657628,2.410633,3.504046,3.377336,3.0500631,3.8317125,2.7306428
"KRT2",3.7378268,0.92534286,4.159093,2.8080847,1.6422193,1.4706974,1.3595582,3.0665576,2.5726185,1.6232687,4.273633,4.4327707,2.3554535,3.1218376,3.8819606,3.8584669,3.8807054,2.171454,4.198826,1.2270273,1.4851693
"TGM5",5.0434375,4.583839,4.179053,5.406788,3.6419086,4.006468,6.3141336,5.063326,5.5586987,4.448425,5.7600856,5.2572117,4.387336,5.5910125,5.114579,3.505934,6.312213,5.742135,5.493261,5.08381,5.638487
"EVX1",4.193539,4.970161,4.8932667,3.7234004,4.5138817,6.027875,5.244602,4.2495894,5.2051105,3.417629,5.377374,5.724107,4.371692,4.098209,5.4596944,5.4930706,3.838074,4.136652,5.520686,4.556689,4.9905524
"ART1",5.348391,5.0705347,5.297644,5.097628,3.2430868,3.2844348,4.512859,4.646555,4.100111,4.6934776,4.8366547,3.2401536,4.678687,4.3790536,5.2903194,5.6353555,5.0122776,6.0603547,5.6893086,4.5369816,5.486551
"MAEA",8.605385,8.508032,7.953594,8.659699,9.530849,8.533941,8.572111,8.386299,8.021013,8.194579,8.862388,8.435693,9.129509,8.082241,8.369228,8.005057,8.180642,8.406521,8.106105,7.937148,7.4867597
"GP5",3.808053,1.8486525,0.10002688,2.2436836,4.113711,1.2138126,0.35451505,1.4623208,0.74993885,-0.6341108,0.6025078,1.2709857,3.7167034,1.5639668,2.3695843,0.9460933,4.9269233,2.9260385,0.5829472,2.7905989,1.4272289
"HTR7",2.0718102,2.3722339,5.816657,2.260703,2.593014,3.4195411,5.384462,5.5000386,2.5722034,2.338308,4.4543347,3.7946672,2.4555047,4.341014,5.8976746,5.895122,5.338739,5.799611,5.6029963,5.3960357,5.0755725
"GRPR",2.2411826,3.22305,4.5080843,2.4876919,4.3660483,2.803133,4.262366,3.1275544,1.3806535,3.8752801,4.505798,4.9246597,2.6104903,4.6022205,2.763024,5.3688693,4.185878,5.4374228,5.1152363,4.7563815,5.0982037
"RFPL3",4.390993,3.7632186,4.7275305,5.063714,4.88677,4.355177,4.1334887,5.2297077,3.7789714,3.539758,5.3177705,4.6694965,4.412861,3.9459045,4.768476,3.9573653,1.783897,4.425974,4.3852477,4.156387,4.3896203
"RBM39",9.8251295,9.898168,9.431321,10.326509,10.363161,9.939461,9.508663,9.537221,9.300509,9.177059,10.117133,9.643524,10.381865,9.445754,10.081009,9.695245,9.4772215,9.558716,9.654859,9.202147,9.177952
"CSN2",4.2343698,1.694834,4.984862,3.9704678,3.8991542,3.9086108,3.8401785,4.350858,3.806547,3.5923812,2.2487109,4.79163,4.184858,4.076326,4.3235126,4.5567174,4.3429313,4.4011593,4.2837634,3.8158174,3.5044632
"PDS5B",7.486422,6.764055,6.8181243,7.677697,7.6325097,7.401592,7.2473288,7.4319763,6.1695437,6.321985,7.6743073,7.216426,7.5913897,6.648433,7.019947,7.06343,7.10827,6.657902,6.968734,6.5122876,6.6587787
"KIF25-AS1",5.0538783,5.122918,4.5833855,3.252532,4.2434583,0.78937256,5.112514,4.599402,3.405622,2.6363745,4.606731,4.657792,2.5946233,3.5813787,2.8039277,4.668607,4.566304,2.887247,5.0064797,2.1011806,4.3458314
"IFNA4",4.390687,1.04237,1.1392003,3.8526886,2.3534508,-0.9374261,1.8211796,2.0244317,2.2503278,2.6423185,2.9894123,4.730314,-0.31401882,4.614543,3.8936176,0.80926085,3.6205063,3.9857092,4.3285694,0.82511693,3.936775
"NEUROG3",3.727608,3.8295538,3.4565907,1.4000562,5.226726,3.5898657,3.781468,4.8287663,3.339065,4.2092495,4.847776,2.7989972,4.1637673,4.0636964,3.7163975,3.5038211,4.585977,4.613393,4.6555076,4.389521,4.7757783
"GLG1",9.047535,9.090039,9.306832,9.440803,9.166755,8.769224,9.249316,9.226499,8.846852,8.57901,8.621241,8.56689,8.944783,8.861977,8.4630785,8.557208,8.284413,8.574693,8.184709,8.033194,8.813569
"ACRV1",4.656331,4.276706,2.0204659,4.1588078,4.557064,4.1766577,4.391048,5.4828205,4.3814106,4.2025347,3.8671036,4.26978,4.282533,4.4376116,3.086982,4.611751,4.9219675,4.6064405,4.21155,4.578139,4.4507213
"ESRRG",7.7891135,7.43948,7.2952433,6.313556,7.6488557,6.5869646,7.3331223,8.252747,5.848596,6.6829195,7.7825484,7.370274,7.261409,8.335582,8.042823,8.010539,7.9805245,7.973292,7.7287436,8.059065,7.746414
"HIST1H1T",4.695675,5.3431435,3.8383164,5.5949636,4.985254,4.28905,4.258862,4.3269663,3.5562718,5.0334153,4.5896974,5.7727957,3.8861995,4.016956,4.774983,4.2556067,1.570372,4.680684,2.8215647,4.5321536,3.2814112
"AMPD3",10.422061,9.214714,9.411461,8.894526,10.223102,8.741178,9.331991,9.274812,7.7154593,9.444807,9.810985,9.402622,9.112123,8.570909,7.9644504,7.237138,7.9168363,7.0167956,5.8052783,9.020252,7.564386
"CLEC4M",3.5060773,2.7406862,4.5660143,1.5070213,5.43015,1.6416699,4.359653,4.072381,1.3327739,3.8266163,4.7729883,4.3636656,2.1749468,2.8359632,3.9147005,2.08694,2.482302,4.7991076,5.2177787,4.8470106,4.395846
"LDLRAD4",4.521986,4.358402,4.480935,5.4472203,3.6456494,5.967756,6.1833196,3.8968308,4.6637707,5.3115077,4.668543,3.3506303,4.243559,6.19701,6.4990907,7.381858,6.8871903,7.136124,6.8712316,6.383995,6.010463
"ACOT7",5.713842,4.5763674,4.633158,5.797844,5.779424,5.132234,4.8046494,4.7788286,4.6170173,4.2202964,5.088861,5.177853,5.3509836,4.863731,5.491594,3.9649358,5.108657,2.7192829,3.0500617,5.0074263,3.670559
"FOXI1",4.8542547,0.013619994,3.3967757,3.933562,5.041159,1.2104278,4.553575,4.6082377,4.1309824,3.4201305,4.4238544,4.2972255,2.4876857,4.5789065,4.257746,4.8098106,3.6843357,3.594285,4.545608,5.1025367,4.189386
"PTPN22",3.1294084,3.2729075,2.6291637,3.462876,4.6931877,-1.7096789,2.8956106,0.69709164,-2.0667243,3.7079191,3.300693,2.1225965,0.3013847,1.1097015,-0.57388496,3.1604552,1.2038991,-1.5818602,2.7902071,0.79023296,0.45375416
"HCK",4.1235876,5.285246,4.6775374,3.8392134,3.8848326,4.2475486,4.5395207,4.9404545,4.149399,4.593594,6.4244304,5.2544675,4.041851,5.0898314,5.185916,4.24961,6.0404143,5.6958194,4.342384,4.517249,5.256076
"RFC1",6.626312,6.376015,6.3484473,7.4794064,6.6445117,6.368744,7.4576774,6.160188,6.623433,5.9933968,6.7853947,5.9911327,6.8055906,6.648947,6.877727,6.081174,7.036075,6.821696,6.6156173,6.7774553,5.9742746
"TLL2",4.3786945,1.4824376,-0.0019489332,3.6773233,0.23196469,3.1459358,3.3491075,1.6718657,2.4645119,0.7390838,3.521415,3.705229,3.4305215,-0.06909396,4.377113,4.47509,1.206029,2.7243147,0.2580409,2.827645,4.3992305
"ADD1",8.861097,9.183907,9.160818,9.217001,9.230802,8.876839,9.400311,9.3559675,9.153217,9.322911,9.518097,9.096769,9.694132,8.601698,9.18598,9.41584,9.000803,9.046887,9.391977,8.768586,8.448877
"GRIA3",4.2224402,1.467197,3.857876,4.418315,4.2945523,3.907441,5.111083,5.2006526,0.07518076,3.9344087,2.1197975,3.3948483,3.6931272,2.5108862,3.659914,3.3541105,4.0996165,2.4258523,4.8131227,1.4902741,3.1045263
"GRM6",3.811391,4.5828424,4.0345826,4.033931,3.3838747,4.094552,4.7141066,3.7726464,3.611765,2.3975537,3.9875238,4.882552,3.550427,3.8231957,3.4173968,0.7238595,3.3149977,4.5903225,3.467029,3.8157918,4.3925796
"MADCAM1",4.08816,5.3607864,4.6473403,4.202358,2.3202877,5.2712436,5.5044518,4.9429717,4.0737305,5.1294928,5.9027147,5.3447742,4.4484286,5.009619,4.9394817,5.3017454,5.321643,6.1179314,5.6760297,5.153528,5.196705
"SLC9A2",5.177992,5.242579,2.811935,2.5659437,5.2919927,4.9609723,5.337643,4.129206,4.4226985,5.023937,4.8042474,5.435303,4.0055223,4.7245793,4.9412637,5.0796394,5.2956347,3.8843527,4.880617,4.57143,5.4060163
"CBFA2T3",5.57168,6.4569283,5.498844,5.5731087,6.170035,5.357527,5.859067,6.1956253,5.4525566,6.3150034,6.08197,6.1912284,6.029511,6.536704,6.033475,6.2309437,5.9179583,6.33411,6.665864,6.0573115,5.695377
"ST8SIA3",1.0508626,2.202833,3.5237267,0.26162753,4.4249945,3.736469,-0.019480266,2.5062962,-0.43939474,-1.0301989,1.5792286,3.334301,1.5658983,3.4445887,-1.6001092,0.6408112,3.1828966,3.452416,3.0881283,3.0976133,-0.78628343
"GTF2B",8.495286,7.8817563,7.72422,8.141243,7.5479975,7.5845966,7.5911627,7.8748126,6.961684,6.715412,8.275046,7.6911726,8.239743,7.2166314,7.5735455,7.736043,7.590811,7.4100633,6.8131876,7.186009,7.2981052
"REV3L",8.4917145,7.795423,7.79666,8.137089,8.699377,8.664901,7.3343654,8.542718,8.118983,8.077945,8.931718,8.591455,8.248002,7.4974837,8.002369,7.4510894,8.022391,7.863694,7.669103,8.031611,6.8558526
"DGKD",7.938433,7.889742,8.441459,7.435485,10.560869,6.8806543,9.0785,9.325733,8.078942,8.1124735,9.295082,7.52859,9.63116,8.392136,8.564946,7.6027584,8.125776,7.6926017,8.156999,7.936328,8.077197
"HIST1H4D",3.7072759,3.4783838,3.522642,4.0372443,3.2727985,3.2738407,3.386983,3.7667022,2.9207637,-1.0448186,4.3652344,3.7594402,3.7785876,3.4562817,3.8460507,1.5134324,3.8547826,4.1618304,3.0560117,3.0259495,4.2893133
"ZNF442",3.9502552,4.501834,3.504575,3.1600647,6.167897,3.6760519,3.958412,1.8820082,3.2325997,3.1085346,4.6852255,4.183967,4.305968,1.5022421,-0.30967328,4.4411454,1.894345,2.5133832,0.95103896,1.9654539,2.6661625
"TDRD3",7.3314133,6.780057,6.9539237,7.5963645,6.6364794,6.680629,6.7682,6.4283133,6.2175283,6.293195,6.9472566,6.670347,7.480471,6.6238737,7.1057544,7.0978665,6.8439126,7.383202,6.894264,6.7102423,6.6590023
"VOPP1",8.157792,8.7066965,7.682899,8.222899,7.8800187,7.54414,8.128605,8.543478,7.838197,7.6565886,8.620359,8.69797,7.959199,8.281219,8.112486,7.9753003,8.159498,8.85373,8.298512,8.023517,8.0666685
"NDEL1",8.913007,8.311262,7.9556217,9.09326,8.959713,8.193777,8.401741,8.361037,7.9584103,7.558834,8.714453,8.036483,8.5563135,8.08507,8.568338,7.975297,8.237315,8.359887,8.247804,8.048024,7.9382477
"CCDC130",7.139468,6.898297,6.7044554,6.9736,7.0681477,6.529343,7.320897,7.3845606,6.618714,7.1712646,7.336565,6.704093,7.1849446,6.960651,7.322933,6.5527387,6.6414924,7.129143,6.720312,6.92231,6.8105955
"COL21A1",-0.025085786,3.8636484,5.335538,3.9885056,5.6801715,3.0752375,3.8870535,5.161082,3.6346369,3.9535244,1.4949253,3.35345,4.6841893,5.818087,6.217644,5.017174,5.8886633,6.0061088,5.5156164,5.6887627,4.9019866
"SEMA6C",6.6184106,6.9879556,6.8470836,6.2074566,6.0573645,4.773008,6.4132156,6.9101877,4.482417,6.18398,6.062637,5.197434,5.094313,7.3758917,7.2675285,7.6660504,6.9433722,6.996691,6.745976,6.61054,7.1546
"URM1",7.4436607,6.551978,7.086578,7.235532,7.7212353,6.319597,7.3727994,7.65739,6.6340513,6.0304875,7.851051,7.273267,7.413888,6.9891477,6.9146676,6.9298344,7.0725822,6.9572797,7.1825876,6.0626726,6.610593
"TSC22D4",5.9892516,3.2784984,5.5507283,5.9231873,5.3686852,5.3875327,5.471183,4.4557695,5.357953,5.3539243,6.1282525,5.385342,3.9760208,5.4470863,5.8289614,4.5010977,5.421585,5.759347,4.74204,4.965967,5.6152167
"GIPR",5.147157,4.3001804,3.7453911,4.6216426,6.4869494,4.4471655,4.3140798,2.0560248,3.6692362,1.9363147,3.6956267,2.0928824,4.0901284,5.2944336,2.7014127,3.6757445,2.1024938,2.0042224,3.4045331,2.139586,5.2339754
"PSG6",5.103268,3.3392015,3.8281257,2.9388895,1.1186013,3.8142219,5.3430676,4.820067,3.652874,3.8259084,4.552442,4.6694927,4.2326365,4.4441,3.3219876,3.3058484,5.305014,4.6995125,4.596348,4.6160555,2.0670226
"LINC00597",4.4632263,4.9600964,4.5206947,3.869452,4.5854816,4.7646737,5.009252,5.3299375,4.60302,5.104993,5.5016084,4.974381,4.6761923,5.5011883,4.485416,4.8840003,4.5263305,5.0693083,5.4624076,4.9222407,5.280408
"PABPC3",9.359991,9.016456,8.585882,9.432994,10.539704,9.524317,8.794483,9.207575,8.176715,8.521455,9.949019,10.165616,9.317328,8.80392,8.707284,8.538429,8.6678915,8.810911,8.549777,8.317757,8.225913
"ISG20L2",7.57674,6.886632,7.025408,7.5146294,6.372633,7.423161,7.3535576,7.23803,7.051835,7.0436435,7.8425527,7.3902836,7.359452,6.58857,7.173421,6.957507,6.608517,6.5941353,7.1937504,5.963358,6.5473113
"LAS1L",7.19413,6.9890804,6.644128,6.574907,7.201776,6.4076734,6.696471,6.404438,5.7813597,6.436427,7.0869718,6.6312013,6.196831,6.5300436,6.6192813,6.004847,6.360752,6.4818788,6.465936,5.1519475,6.6378164
"FKSG49",9.181612,8.971607,8.802098,9.085819,9.121215,8.9559765,8.952302,8.796888,8.275235,8.271254,9.349048,9.307456,8.726537,8.758649,8.657752,8.775591,8.560321,8.901241,8.755968,8.573827,8.629854
"KCNB2",3.4420352,3.6289632,1.594402,3.0285044,1.5730228,3.0882006,3.9619126,1.6632743,2.4194615,3.1823812,0.5649541,3.8632936,1.0096948,4.7641816,5.216208,3.3456326,2.9898224,4.7707815,4.1655188,3.7265673,5.048462
"SOCS5",7.4519215,6.8038564,7.073084,7.7690663,5.7519107,7.737704,8.150072,7.3864827,7.313307,7.589758,7.902975,7.788765,7.330718,6.781345,7.733856,7.9223676,7.481757,7.937915,7.751206,7.426693,7.085216
"KIF25",5.664503,5.5201683,5.0304246,5.635729,3.349415,1.7416797,5.5427346,6.2695365,5.1510262,4.9669533,5.5646377,4.7094636,5.440129,6.1925035,5.922588,5.993556,5.8514175,6.644187,5.64948,5.395815,5.6963024
"PTGIS",8.158396,7.1995893,7.8312016,7.2665668,5.8696837,7.36097,7.8061886,6.640542,6.887747,6.646378,7.741132,7.7177987,6.592033,6.9660425,7.2401633,6.6726937,7.1804447,7.1519165,7.5923433,7.6425233,6.5673265
"PSG2",1.7126445,0.6331976,1.2193719,2.125226,1.8102354,-0.15163237,0.5567964,0.7400085,-0.56867945,0.42930007,2.3320673,2.8868716,1.5329428,3.660142,3.049768,1.7516348,2.8561196,1.355095,1.0824716,1.0222178,4.1747355
"ZNF205-AS1",2.168448,3.1767912,0.32253143,4.0484767,5.6380334,4.096521,3.2417533,3.2353106,4.2633886,4.073864,3.7673566,3.194274,2.8294902,4.7607512,4.5330386,4.916929,4.9168415,5.0853877,4.8367667,3.9562635,3.167034
"ZNF611",8.293209,8.145428,8.271869,8.759559,9.160859,8.072199,8.519048,8.551006,8.087723,8.279049,8.227757,8.398685,8.419363,8.218072,8.119457,8.340862,8.345598,7.878727,8.534343,8.055179,8.056949
"GAST",1.9900993,1.7758646,2.2830048,3.3675997,4.6264443,4.470166,3.641231,2.4390104,3.4977543,2.8749824,4.1210117,4.420975,4.1729164,2.2647562,3.3209517,1.455293,5.038773,3.1383913,2.8683245,3.9741204,2.7818131
"DRC3",6.1120296,5.740059,4.861402,5.2247663,3.9959164,4.541553,5.3623214,4.0411086,5.6527658,4.8390813,5.6269655,5.235241,4.0513563,5.534528,5.012461,5.7767577,4.933878,5.229627,5.2527494,2.1863837,4.66368
"DOHH",7.021277,6.7247753,5.918599,6.7689614,7.2269797,5.436748,6.4658976,6.2706084,5.997391,6.7299166,6.1414757,6.1442885,5.7217245,6.3737726,6.212905,6.238149,5.9760733,6.249712,6.3217688,5.974314,6.518779
"EDDM3A",2.3376052,2.5032659,2.6879501,1.4400369,1.9557866,2.8365088,3.2616365,3.4574244,3.8874772,2.8811576,3.0975873,2.8972015,3.1680717,-1.248344,2.8663738,2.8711631,0.70613396,3.5900805,-0.34736824,3.9567206,-0.07042309
"CPVL",5.7809415,6.1618853,5.093349,7.175795,5.9625697,5.3162723,5.364926,5.8446827,4.3854427,4.716462,7.131119,5.1665645,6.4910736,7.013644,6.4278173,6.672929,6.221445,5.787737,6.5581417,5.3119473,5.159835
"MYH4",6.1574273,5.301719,7.1271744,5.940165,5.8110785,6.493145,5.847438,5.6245337,5.1102095,5.743501,6.0739045,7.942198,7.2674828,6.717964,8.303333,7.896938,6.613622,6.6092043,8.595786,8.072712,7.485529
"OSBPL1A",9.446924,11.125752,10.093309,8.977361,9.099991,9.181023,9.421672,9.849218,9.196727,9.856704,10.409408,9.450073,9.265387,10.122601,9.916909,10.341542,9.842352,10.416509,10.354722,9.408907,10.466982
"DDX11",7.022842,7.127925,6.7679687,7.1618476,4.552585,5.6785984,5.198777,7.1955457,5.843586,7.017492,7.4155245,6.8965774,7.0594,5.9357176,6.8677983,6.0432296,5.421599,6.1027746,5.1077085,6.2565966,4.366245
"TRIM31",-0.12077818,1.4248136,2.1995037,-0.522889,0.15209681,2.6632087,0.7225839,2.332997,3.229736,3.8942113,3.4854784,3.5656843,2.9663918,2.8596725,3.779305,1.3791183,3.6385782,2.8079228,3.1018171,3.5575788,3.5637784
"IFNB1",3.598291,0.82234216,4.459915,0.35841525,3.642188,1.167959,2.7231107,1.7321426,-0.25143185,3.1618226,1.0885853,0.2285686,1.3828349,0.81855685,0.6954271,0.73686016,0.9181644,2.1927712,1.7369663,0.09378247,4.4743905
"DMP1",0.56448436,-0.9204448,-0.3199396,-0.8077968,5.965353,0.21770541,0.40696883,0.21320392,2.9881463,2.158165,1.8216138,0.12421709,0.88037413,-0.946615,0.06516086,-0.38961753,0.51956993,-0.16142908,1.5860883,2.3121095,1.3796173
"LIPE",6.55708,4.387759,5.719223,6.272871,7.2881317,5.879834,5.9410105,5.545267,4.791732,6.7943974,5.9055023,5.348179,4.7530184,6.3214107,5.4851146,4.966051,4.857493,5.953939,4.574422,4.721617,5.1032557
"LSR",4.9009676,3.7105813,4.5932307,3.5863273,1.6186353,4.488762,3.45431,4.1691794,2.332381,3.784471,4.2276077,2.33977,4.003048,3.1013072,4.252083,4.8636813,2.2520678,4.68129,2.3377416,3.2856615,2.1283076
"PSG4",5.337767,4.7991405,5.074956,3.4186232,1.9028372,0.73645294,5.376302,4.9093843,4.063709,4.1885157,5.0550933,5.2422175,4.952443,4.6004086,5.2146115,5.648774,5.726868,4.804668,5.3900313,5.255886,5.0710406
"TTN",13.666951,13.641225,13.59316,13.732112,12.584407,13.616109,13.670511,13.747233,13.528473,13.6353445,13.694843,13.58302,13.672827,13.569987,13.84078,13.804896,13.703405,13.766292,13.792488,13.544913,13.453754
"IL1A",4.4098797,4.549942,5.218678,5.1575003,5.231387,3.9918504,4.5849357,4.862252,4.6431146,4.112288,5.1719594,4.9298553,4.487757,5.2239766,5.31533,5.582413,2.0537257,5.282141,4.5980043,4.912577,5.0076623
"CAV3",8.287629,8.588859,8.781972,8.601271,7.9634786,8.01919,8.7825985,7.596078,8.773922,8.698014,8.704655,7.6135864,9.108397,9.470909,9.5271845,9.977007,9.099204,9.398521,9.892267,8.875156,9.562217
"PCDHA9",5.6329207,5.6852555,4.59853,4.3159494,5.9526415,3.7190142,3.184913,4.605194,4.7693872,5.132562,4.8497643,4.0851045,5.212287,5.785289,5.406057,4.6647363,4.744454,5.4243717,5.5392904,4.395141,4.477714
"MYH13",4.50883,5.34736,6.2732325,4.6275706,4.923377,5.9911094,5.770106,5.2781367,4.8794417,3.7558944,4.352232,5.663602,5.1725206,5.0598216,6.2718053,6.476277,5.1230063,4.5356083,6.472362,4.245614,6.280283
"ALK",4.313547,2.140964,4.035751,3.8951752,5.6920276,3.5904794,4.8379188,4.0057497,3.719483,2.8103652,4.26522,4.2206297,2.3826306,3.5281515,4.2090178,4.9225535,3.6436846,4.0356746,3.9868498,2.8920963,3.9013808
"GABRR2",4.2590566,4.312407,4.138106,4.26464,3.2738123,4.3870516,3.5297887,4.420979,4.3121333,2.3211188,5.2386556,5.231079,2.244905,3.4249437,2.408413,4.026731,5.669098,4.792623,4.881302,4.0125623,2.13552
"AMELY",5.074599,3.7556617,4.1076784,2.8563008,5.073091,3.7495065,5.062328,5.5561924,3.697951,3.6850264,4.7405863,5.134845,4.945655,5.2988048,4.489099,4.005643,2.8022313,5.411966,4.843922,5.32888,5.4393106
"FGFR2",6.200399,5.9845657,5.674736,5.924456,5.099815,4.9212766,5.94271,5.7000203,5.6064696,5.375827,5.316334,5.65019,5.866756,5.5083346,5.1002226,6.2068944,5.526794,5.392682,6.4024167,5.501892,5.381015
"NRG1",4.0853305,5.05469,4.5969043,5.129382,5.3298054,3.703668,5.5796223,3.7986908,2.3060029,3.5846844,3.0784733,4.1176834,4.0481815,4.612424,5.43454,3.6271114,4.9992995,5.1351986,4.6649213,4.936189,5.7386923
"FGF1",6.0844436,4.007519,4.275991,4.537072,2.7046628,1.8594027,4.9503875,4.688176,3.8681016,3.1617603,4.6341333,3.695923,4.572346,3.9199564,4.663873,4.5102215,4.866785,5.286432,4.0608935,5.037437,4.906352
"ERC2-IT1",5.6710258,4.8428416,4.5897527,3.912394,4.8076987,1.4397867,4.9678497,4.7147965,3.6177807,3.5423875,4.9033766,2.3446622,4.412683,4.5716615,4.5734587,5.479514,3.6041894,4.8574862,5.8603706,4.6064177,4.8091373
"APLP2",8.447929,8.004781,8.251848,8.730919,9.760874,8.289105,8.691802,8.989216,8.267652,8.352678,8.42005,8.643097,8.650161,8.403055,8.317852,8.635678,8.214117,8.020236,8.371173,8.061599,8.055507
